"table_name","table_id","field_id","old_name","current_name","field_type","is_primary","record_count","blank_count","nonblank_count","blank_ratio","proposed_name","action","dependency_risk","recommendation_reason"
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldZ3VbrmXoyD616A",,"display_label","formula","False","24","0","24","0","display_label","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldNGAE9cbd9YSYzz",,"do_not_use_when","multilineText","False","24","0","24","0","legacy_do_not_use_when_review","rename_candidate","medium","Name contains double-underscore or do-not-use marker; normalize to WBS06 single-underscore legacy review convention."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldnGuhX7a0PUSRWc",,"maintenance_notes","multilineText","False","24","0","24","0","maintenance_notes","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldyltqpE8yeCz5sX",,"readback_summary","multilineText","False","24","0","24","0","readback_summary","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldA6O7FlW9tUEFW5",,"repo_path","singleLineText","False","24","0","24","0","repo_path","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldN6NFgv7HUCROH0",,"retention_class","singleSelect","False","24","0","24","0","retention_class","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldhfcwoRfNHkL1ya",,"review_after","date","False","24","24","0","1","legacy_review_after_review","rename_candidate","medium","Field is fully blank in current full-record export and name does not obviously carry protected governance/provenance meaning."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldr293ymxflSjihZ",,"routing_owner_skill","singleSelect","False","24","0","24","0","routing_owner_skill","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldWNrJxYDysrEvAP",,"runtime_dependencies","multilineText","False","24","0","24","0","runtime_dependencies","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldFAQAmx5EiUdOAQ",,"safety_notes","multilineText","False","24","0","24","0","safety_notes","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldjIJZE5k5m95Jug",,"search_text","formula","False","24","0","24","0","search_text","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldxcTxDPU87CjhCI",,"source_snapshot","singleLineText","False","24","0","24","0","source_snapshot","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","flder86QaKiBMy0Yg",,"status","singleSelect","False","24","0","24","0","status","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fld2RN9svVJSSOLsv",,"trigger_family","singleSelect","False","24","0","24","0","trigger_family","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","flddbLErdH4zmhVoq",,"trigger_summary","multilineText","False","24","0","24","0","trigger_summary","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldZLqo3NADSTBSeI",,"updated_at","dateTime","False","24","0","24","0","updated_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldzzEs07tV97F4Mb",,"use_when","multilineText","False","24","0","24","0","use_when","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","flddMiMhIe5Eg4FqZ",,"workflow_family","singleSelect","False","24","0","24","0","workflow_family","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldtAGFwU8MfEzfNI",,"workflow_file_stem","singleLineText","False","24","0","24","0","workflow_file_stem","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldZz29bykYFsFzbl",,"workflow_key","singleLineText","True","24","0","24","0","workflow_key","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldMKLP7OraKLpuC4",,"workflow_key_native","formula","False","24","0","24","0","workflow_key_native","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldIgvJQIXXc2f22j",,"workflow_name","singleLineText","False","24","0","24","0","workflow_name","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"GitHub Workflow Inventory","tblHTf5bLKGK1Yk11","fldpCWeBP7ZEstDnm",,"workflow_seq_auto","autoNumber","False","24","0","24","0","workflow_seq_auto","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"Governance Control Plane","tblDfSl29psxRnes1","fldjYqVrXghZjwS5P",,"authority_order","singleLineText","False","1","0","1","0","authority_order","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Governance Control Plane","tblDfSl29psxRnes1","fldQhD5Vd3e85yFbX",,"control_key","singleLineText","True","1","0","1","0","control_key","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"Governance Control Plane","tblDfSl29psxRnes1","fldQY0mU3gCwbH1Kz",,"created_at","dateTime","False","1","0","1","0","created_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Governance Control Plane","tblDfSl29psxRnes1","fldgvNVrcuzz15G2K",,"last_confirmed_text","singleLineText","False","1","0","1","0","last_confirmed_text","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Governance Control Plane","tblDfSl29psxRnes1","fldRk2eHMppnDB4SV",,"live_queue_authority","checkbox","False","1","0","1","0","live_queue_authority","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Governance Control Plane","tblDfSl29psxRnes1","fldKuMS6GRkwO4JVP",,"project_attachment_set","multilineText","False","1","0","1","0","project_attachment_set","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Governance Control Plane","tblDfSl29psxRnes1","fldoXEqxa7iGIVJBM",,"repo_role_definition","multilineText","False","1","0","1","0","repo_role_definition","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Governance Control Plane","tblDfSl29psxRnes1","fldKQR9N2GJoE0K5O",,"retained_repo_surfaces","multilineText","False","1","0","1","0","retained_repo_surfaces","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Governance Control Plane","tblDfSl29psxRnes1","fldNUBsJEAEIjydC9",,"retention_class","singleSelect","False","1","0","1","0","retention_class","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Governance Control Plane","tblDfSl29psxRnes1","fld1xDqO9JORIhus0",,"review_after","date","False","1","0","1","0","review_after","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Governance Control Plane","tblDfSl29psxRnes1","fldLdEs3aHXu2NNMT",,"startup_chain","multilineText","False","1","0","1","0","startup_chain","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Governance Control Plane","tblDfSl29psxRnes1","fldtR5RIhapElNHkL",,"status","singleSelect","False","1","0","1","0","status","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Governance Control Plane","tblDfSl29psxRnes1","fldifX7PSJntG1BzN",,"updated_at","dateTime","False","1","0","1","0","updated_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Governance Control Plane","tblDfSl29psxRnes1","fldaFox5zRxkvWPyJ",,"workspace_model","singleLineText","False","1","0","1","0","workspace_model","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Idea Inbox","tblWwBxwrjZF6JR3r","fldAr98ivbOfxmphP",,"captured_at","dateTime","False","9","3","6","0.3333","captured_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Idea Inbox","tblWwBxwrjZF6JR3r","fldpo06Fc9RlbOSsE",,"created_at","dateTime","False","9","6","3","0.6667","created_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Idea Inbox","tblWwBxwrjZF6JR3r","fldzzj6i4nkc71XGk",,"idea_detail","multilineText","False","9","0","9","0","idea_detail","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Idea Inbox","tblWwBxwrjZF6JR3r","fldw9aHrMeikj4hfl",,"idea_id","singleLineText","True","9","0","9","0","idea_id","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"Idea Inbox","tblWwBxwrjZF6JR3r","fldBoCtxFV4h7pEuk",,"idea_title","singleLineText","False","9","0","9","0","idea_title","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Idea Inbox","tblWwBxwrjZF6JR3r","fldKuWN9I5bFA0BEg",,"notes","multilineText","False","9","0","9","0","notes","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Idea Inbox","tblWwBxwrjZF6JR3r","fldyhuC1RXb6TQBu3",,"promoted_to_github","checkbox","False","9","9","0","1","legacy_promoted_to_github_review","rename_candidate","medium","Field is fully blank in current full-record export and name does not obviously carry protected governance/provenance meaning."
"Idea Inbox","tblWwBxwrjZF6JR3r","fldHoHTIXhA0SBMgP",,"related_area","singleSelect","False","9","2","7","0.2222","related_area","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Idea Inbox","tblWwBxwrjZF6JR3r","fldwZA7gM6qRYWhOg",,"retention_class","singleSelect","False","9","0","9","0","retention_class","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Idea Inbox","tblWwBxwrjZF6JR3r","fldNf0eW4kjZKYQHM",,"review_after","date","False","9","4","5","0.4444","review_after","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Idea Inbox","tblWwBxwrjZF6JR3r","fldpk5jwntA5NbP2o",,"session_id","singleLineText","False","9","3","6","0.3333","session_id","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Idea Inbox","tblWwBxwrjZF6JR3r","fldXRAz2DLHzOQmK2",,"source_checkpoint_id","singleLineText","False","9","9","0","1","source_checkpoint_id","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Idea Inbox","tblWwBxwrjZF6JR3r","fldghObs99ambfB4k",,"status","singleSelect","False","9","0","9","0","status","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Idea Inbox","tblWwBxwrjZF6JR3r","fld3NZy5ie7LqkQjl",,"suggested_promotion_target","singleLineText","False","9","1","8","0.1111","suggested_promotion_target","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Idea Inbox","tblWwBxwrjZF6JR3r","fldgJDxvK2TNoBPek",,"updated_at","dateTime","False","9","6","3","0.6667","updated_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Idea Inbox","tblWwBxwrjZF6JR3r","fldE3T2c2G49Klwkj",,"why_it_matters","multilineText","False","9","0","9","0","why_it_matters","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Local Configuration Registry","tblcJxCoYGpEda0FM","fld9Me3HQ0WBhtCRy",,"config_kind","singleSelect","False","9","0","9","0","config_kind","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Local Configuration Registry","tblcJxCoYGpEda0FM","fldgvebuhkPWN63dP",,"config_name","singleLineText","True","9","0","9","0","config_name","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"Local Configuration Registry","tblcJxCoYGpEda0FM","fld2j1MuM5R4PSIAU",,"confirmed_present","checkbox","False","9","0","9","0","confirmed_present","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Local Configuration Registry","tblcJxCoYGpEda0FM","fldr3eoZdPQur0CyH",,"last_confirmed_at","dateTime","False","9","0","9","0","last_confirmed_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Local Configuration Registry","tblcJxCoYGpEda0FM","fldtMxURvbC15vj0I",,"notes","multilineText","False","9","0","9","0","notes","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Local Configuration Registry","tblcJxCoYGpEda0FM","fldRlfxBfqpwPwXMy",,"purpose","multilineText","False","9","0","9","0","purpose","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Local Configuration Registry","tblcJxCoYGpEda0FM","fldlpKq9sJAX6R2ZE",,"reference_additional_runtimes_json","multilineText","False","9","2","7","0.2222","reference_additional_runtimes_json","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Local Configuration Registry","tblcJxCoYGpEda0FM","fldhHZWvARzcA29Pl",,"reference_cmd","singleLineText","False","9","0","9","0","reference_cmd","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Local Configuration Registry","tblcJxCoYGpEda0FM","fldTaIJPM34ETSMhO",,"reference_powershell","singleLineText","False","9","0","9","0","reference_powershell","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Local Configuration Registry","tblcJxCoYGpEda0FM","fld63L4Y25hjaZTjL",,"reference_python","singleLineText","False","9","0","9","0","reference_python","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Local Configuration Registry","tblcJxCoYGpEda0FM","fldoK49SNnwmhk0Sr",,"reference_wsl_bash","singleLineText","False","9","0","9","0","reference_wsl_bash","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Local Configuration Registry","tblcJxCoYGpEda0FM","fldu0ZYs5wTbSPG9T",,"safe_to_display","checkbox","False","9","5","4","0.5556","safe_to_display","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Local Configuration Registry","tblcJxCoYGpEda0FM","fldBe6nhMuCoP4LU9",,"sensitive_value","checkbox","False","9","4","5","0.4444","sensitive_value","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Local Configuration Registry","tblcJxCoYGpEda0FM","fldfpNwx3rC2wPB8R",,"status","singleSelect","False","9","0","9","0","status","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","flduNdYW7z4hgyuNl",,"created_at","dateTime","False","88","28","60","0.3182","created_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","fld6iiOZDc1wcZPzc",,"curated_at","dateTime","False","88","86","2","0.9773","curated_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","fldl00PpLV23gcxfJ",,"curation_decision","singleSelect","False","88","64","24","0.7273","curation_decision","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","fldkFCZZlgt4hV2xR",,"curation_reason","multilineText","False","88","86","2","0.9773","curation_reason","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","fldrn5iy2nP2Cl4O8",,"effective_behavior","multilineText","False","88","4","84","0.0455","effective_behavior","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","fldUfJqMMZgXsQHEA",,"last_confirmed_text","singleLineText","False","88","2","86","0.0227","last_confirmed_text","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","fldNyvY56RV3t2rZg",,"notes","multilineText","False","88","1","87","0.0114","notes","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","fld98q4UIZsPdPN7s",,"preference_key","singleLineText","True","88","0","88","0","preference_key","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"Operator Preferences","tblnxZ3eLPT3W38wl","fldPJYR8l2121YWnU",,"preference_statement","multilineText","False","88","0","88","0","preference_statement","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","fldXlU3Or0pyldt6n",,"retention_class","singleSelect","False","88","0","88","0","retention_class","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","fldS4T6aYkTENvulz",,"review_after","date","False","88","12","76","0.1364","review_after","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","fldcEvgLB2voXRa1K",,"scope","singleSelect","False","88","0","88","0","scope","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","fldfczItHTqUBD8Uz",,"source_checkpoint_id","singleLineText","False","88","78","10","0.8864","source_checkpoint_id","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","fldM4hPeocI2HBD7B",,"source_idea_id","singleLineText","False","88","86","2","0.9773","source_idea_id","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","fld7Rft4ETD9YEhWd",,"source_session_id","singleLineText","False","88","37","51","0.4205","source_session_id","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","fld3GxPPZx9t0LwR1",,"status","singleSelect","False","88","0","88","0","status","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Preferences","tblnxZ3eLPT3W38wl","fldIVBjuvRHaRzDqL",,"updated_at","dateTime","False","88","22","66","0.25","updated_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fld9l7TFNXFZcWY97",,"active","checkbox","False","29","0","29","0","active","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fld0FvxXYwKco9hwl",,"created_at","dateTime","False","29","0","29","0","created_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldxyzoUqJ5RvKbvu",,"display_label","formula","False","29","0","29","0","display_label","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldTq4aJ6AoIFqJUo",,"input_contract","multilineText","False","29","1","28","0.0345","input_contract","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldkY92DvuarDvIxq",,"last_validated_at","dateTime","False","29","7","22","0.2414","last_validated_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldeoMJdznlVHdSdx",,"launcher_command","multilineText","False","29","1","28","0.0345","launcher_command","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldE1WGFFYzxSlHU1",,"notes","multilineText","False","29","0","29","0","notes","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldjo5ToZNd2xbPz2",,"output_contract","multilineText","False","29","1","28","0.0345","output_contract","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldjkzxBAty8ueGuI",,"repo_path","singleLineText","False","29","0","29","0","repo_path","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fld0zaaaSQs7eWiKE",,"retention_class","singleSelect","False","29","0","29","0","retention_class","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldg7aD6owbd4gr0P",,"review_after","date","False","29","8","21","0.2759","review_after","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldZJMzV36nMy81kl",,"safety_preconditions","multilineText","False","29","1","28","0.0345","safety_preconditions","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldNE78U8iUhbnxkn",,"search_text","formula","False","29","0","29","0","search_text","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldrAntwrkqI3gzWF",,"status","singleSelect","False","29","0","29","0","status","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldXiTxXPVOHnc3N3",,"tool_family","singleSelect","False","29","0","29","0","tool_family","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fld4eAc1IEWYtOJpO",,"tool_id","singleLineText","True","29","0","29","0","tool_id","protect","high","Primary, formula, linked, or system-derived field; do not rename in aggressive legacy pass without dedicated dependency review."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldcf2EIjZGqaLTcb",,"tool_name","singleLineText","False","29","0","29","0","tool_name","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldRyccDc3UOBrKKR",,"trigger_conditions","multilineText","False","29","1","28","0.0345","trigger_conditions","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fld3bZnCqS36T6aBA",,"updated_at","dateTime","False","29","0","29","0","updated_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldxx6kWXejTnqv9t",,"version_or_hash","singleLineText","False","29","1","28","0.0345","version_or_hash","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Plans","tblBcp5FyMIfOm7Xe","fldSqjWSLBN0sWFZz",,"active_task_id","singleLineText","False","2","0","2","0","active_task_id","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Plans","tblBcp5FyMIfOm7Xe","fldAZSPBZfjCynqEh",,"active_task_title","singleLineText","False","2","0","2","0","active_task_title","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Plans","tblBcp5FyMIfOm7Xe","fldHWq73ganpn01am",,"carry_forward_note","multilineText","False","2","1","1","0.5","carry_forward_note","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Plans","tblBcp5FyMIfOm7Xe","fldwS46tOH9fTVQSO",,"created_at","dateTime","False","2","2","0","1","created_at","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Plans","tblBcp5FyMIfOm7Xe","fld8JrZu7UyK7lQHZ",,"exact_resume_goal","multilineText","False","2","0","2","0","exact_resume_goal","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
"Plans","tblBcp5FyMIfOm7Xe","fldvsVffETaqyuB0H","active_plan_task_id","legacy_active_plan_task_id_review","singleLineText","False","2","2","0","1","legacy_active_plan_task_id_review","already_applied","low","Plans field already marked as legacy review during WBS06.02."
"Plans","tblBcp5FyMIfOm7Xe","fldZoUV6BFJyKuOhz","last_updated_text","legacy_last_updated_text_review","singleLineText","False","2","0","2","0","legacy_last_updated_text_review","already_applied","low","Plans text timestamp duplicate already marked as legacy review during WBS06.02."
"Plans","tblBcp5FyMIfOm7Xe","fldyfFi5VTw9ffaPq","pending_flush_items","legacy_pending_plan_buffer_items_review","multilineText","False","2","2","0","1","legacy_pending_plan_buffer_items_review","already_applied","low","Plans field already marked as legacy review during WBS06.02."
"Plans","tblBcp5FyMIfOm7Xe","fldLYnjrlPY6QfKNH","flush_trigger","legacy_plan_buffer_marker_review","singleLineText","False","2","2","0","1","legacy_plan_buffer_marker_review","already_applied","low","Plans field already renamed to clearer buffer-marker review name during WBS06.02."
"Plans","tblBcp5FyMIfOm7Xe","fld4QqRiSFLzEvKuD","promotion_candidates","legacy_promotion_candidates_review","multilineText","False","2","2","0","1","legacy_promotion_candidates_review","already_applied","low","Plans field already marked as legacy review during WBS06.02."
"Plans","tblBcp5FyMIfOm7Xe","fldzT3tVTcvhSWPNa","remain_local_notes","legacy_remain_local_notes_review","multilineText","False","2","2","0","1","legacy_remain_local_notes_review","already_applied","low","Plans field already marked as legacy review during WBS06.02."
"Plans","tblBcp5FyMIfOm7Xe","fldcMUhjqIAOeAc7r",,"next_recommended_action","multilineText","False","2","0","2","0","next_recommended_action","protect_or_review","medium","Field has observed values or plausible current governance/provenance purpose; not safe for automatic rename recommendation."
